"I have had a runny nose and have been coughing and have had on and off headaches. I went to the doctor the first time, he gave me an antibiotic and i got worse then I went back a and he gave me a different one but it seems I still have these symptoms?","It's hard to say, but The ENIAC is regarded as the first 'real' computer. It was developed at University of Pennsylvania in 1946.","Likely a virus.   What you describe is likely caused by a virus, antibiotics  don't do anything against viruses.  Would you like to video or text chat with me?",0.00792493489737668,"{'r': 0.07692307692307693, 'p': 0.08695652173913043, 'f': 0.08163264807996698}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.07692307692307693, 'p': 0.08695652173913043, 'f': 0.08163264807996698}"
"I am experiencing headache (severity: moderate) (time frame: gradual) (occurred: 1 - 3 hours) (side: front) (worsened by: psychological stress, being tired, menstruation, skipping meals) (unaffected by: bending forward, changes in sleep pattern, sneeze or.","I am not sure how to answer that since I am still learning, could you please try again?","Many possibilities.   Most people get a headache at some time, such as from colds, infections (usually viruses or sinusitis), lack of sleep, too much driving, long hours on the computer, stress at work, etc.  ..  A bad or severe headache, increasing headache, recurrent headache, weird headache, or one with other worrisome symptoms should be checked by one's primary care doctor or the ER. Can call one's Dr. first to chat.  Would you like to video or text chat with me?",0.00041008238666226355,"{'r': 0.029850746268656716, 'p': 0.125, 'f': 0.04819276797212968}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.014925373134328358, 'p': 0.0625, 'f': 0.02409638242996121}"
"This may sound silly but I’m wondering, if touch something in store that has Coronavirus 19 on it and it gets on clothes should we go home wash them soon as possible then shower and new clothes on so it dont get on our stuff at home ?",Sorry my body isn't attached right now. I only reside in the computer for now.,"Washing clothes.   Although so far it has not been shown to live on surfaces like clothes for as long as it lives on surfaces like plastic and metal, it is definitely good hygienic practice to wash your clothes in the hottest water the garment allows.  Would you like to video or text chat with me?",0.0021494419568453948,"{'r': 0.06976744186046512, 'p': 0.21428571428571427, 'f': 0.10526315418898136}","{'r': 0.019230769230769232, 'p': 0.07142857142857142, 'f': 0.030303026960514606}","{'r': 0.046511627906976744, 'p': 0.14285714285714285, 'f': 0.0701754348907358}"
Re Covid 19 I understand the incubation period of Covid 19 is up to 14 days. But how long is the contagious period? I have read one is contagious 2 days before showing symptoms. Is that true? Are you still contagious until symptom free?,"I am not sure how to answer that since I am still learning, could you please try again?",Covid. For most people the infection can last up to two weeks. In people who get particularly ill the infection last 4 to 6 weeks. .,0.006926232457695115,"{'r': 0.05, 'p': 0.0625, 'f': 0.05555555061728439}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.05, 'p': 0.0625, 'f': 0.05555555061728439}"
"Hi I am a health worker and a chronic asthmatic, is it easier for me to contract Corona? Will I survive it with my comorbidity? Should I ask for special leave during this time? I already feel my sinus blocked, very minor sore throat, seldom dry cough.",happily you,"Check with PCP.   Data emerging from preliminary studies in France suggest a decades old medicine, chloroquine may be useful as a preventative drug.   It has been used to prevent malaria for decades & manufactures in the US have announced they are increasing production to meet an expected demand. Your status & what they are doing in your country should be answered by your doc.  Would you like to video or text chat with me?",3.468495637219519e-17,"{'r': 0.016129032258064516, 'p': 0.5, 'f': 0.03124999939453126}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.016129032258064516, 'p': 0.5, 'f': 0.03124999939453126}"
"Possible COVID-19 - mild symptoms - Next steps? Symptoms: - Initially: tight chest, stuffy nose - 10% difficulty breathing - Mildly feverish (hot and dry mouth, bit weak) for a few hours yesterday - Mostly fine this morning (5% breathing difficulty).",And the rest of the day to you.,May confirm with.,0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"Throat a bit sore and want to get a good imune booster, especially in light of the virus. Please advise. Have not been in contact with Nyone with the virus.",Just like everything it all comes down to math!,"During this pandemic. Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza or other virus, or from some other cause such as allergies or irritants. Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 infections tend to have cough, whereas strep throat usually lacks cough but has more throat pain. (3/21/20).",3.0518136225260715e-05,"{'r': 0.01818181818181818, 'p': 0.1111111111111111, 'f': 0.031249997583008}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.01818181818181818, 'p': 0.1111111111111111, 'f': 0.031249997583008}"
"I have had a sore throat (glands enlarged in throat) for over a week and I have constant headache. Do I need COVID-19 test. If yes, how do a get someone to come to my house to test.","I am not sure how to answer that since I am still learning, could you please try again?","Testing.   People are still getting other illnesses than COVID.    Given no cough or shortness of breath, other than watchful waiting COVID should pass in a week or two. Strep, influenza still possible. This testing can be done through your own provider. You can also get your own strep test at pharmacy or many can swab you there.   Would you like to video or text chat with me?",0.0009344392173723068,"{'r': 0.05454545454545454, 'p': 0.1875, 'f': 0.08450703876215052}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.05454545454545454, 'p': 0.1875, 'f': 0.08450703876215052}"
Do I just go to a Dr to determine if it's a sinus infection or do I go get tested for COVID first? To not risk anyone in practice?,Sorry my body isn't attached right now. I only reside in the computer for now.,Phone triage.   Call your GP's office for instructions and identify local resources.   Your symptoms are suggesting sinusitis (other causes still possible) that is frequently viral and self limited. Local regulations should also be followed in such circumstances. Self quarantine will work for all in trying to prevent the spread. Hydration and rest will also work regardless of what the cause for your symptoms is.  Would you like to video or text chat with me?,0.0003405801859438649,"{'r': 0.04918032786885246, 'p': 0.21428571428571427, 'f': 0.07999999696355568}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.04918032786885246, 'p': 0.21428571428571427, 'f': 0.07999999696355568}"
"I have a dry cough and sore throat- it's been a week now and the cough seems to be getting worse- no runny nose or fever, sometimes a headache, no shortness of breath...should I get tested for covid19?","I'm sorry, but I don't have any.",COVID   Good guidelines can be found at cdc.  gov/coronavirus/2019.  You would be considered low risk. Symptoms last up to two weeks. High probability many will get the disease and testing leads to no change in action at this time.  No obvious therapy (however some encouraging possibilites) and for most people the virus runs its course without incidence. Stay put and talk to your provider.   Would you like to video or text chat with me?,0,"{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.0, 'p': 0.0, 'f': 0.0}"
"If you've been infected by SARS-CoV-2, develop Covid-19 symptoms and recover, can you: 1) develop immunity to Covid-19 2) infect others after 14 days post-symptom onset & recovery 3) get re-infected later by SARS-CoV-2 despite developing immunity?","I am not sure how to answer that since I am still learning, could you please try again?","Yes, Maybe, Maybe. We presume one is immune to a respiratory virus for a while after getting the infection (that's the way it is with other viruses). A few people have trouble with their antibodies and don't have much immunity. Shedding of viruses sometimes is longer than 14 days. In life, there will always be some people who get reinfected, for whatever reason. Usually one is immune after the infection. (3/21/20).",0.0005685397817587067,"{'r': 0.017543859649122806, 'p': 0.0625, 'f': 0.02739725685119202}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.017543859649122806, 'p': 0.0625, 'f': 0.02739725685119202}"
"If I get coronavirus, are there ways to avoid getting other illnesses as well, like pneumonia?","You know, the big iron!","Coronavirus,   COVID-19 has high affinity to the lung, causing viral pneumonia.   Fortunately, most people get only mild respiratory symptoms. Those who have high risks (age over 65, chronic diseases) tend to get pneumonia and complications. The most important way to prevent the complications is not to get infection, practice common sense of prevention. If you catch the infection, start early treatment.  Would you like to video or text chat with me?",9.943002013590779e-08,"{'r': 0.017543859649122806, 'p': 0.2, 'f': 0.032258063033298714}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.017543859649122806, 'p': 0.2, 'f': 0.032258063033298714}"
I was on a plane on March 8th have been home ever since self quarantine myself I have had headaches and runny throat I have 2 days left of my self quarantine should I be having worse symptoms by now ?,i'm probably not as sincere as i should be.,COVID   These are HealthTap guidelines:https://www.  healthtap.com/blog/covid-19-care-guidelines/virtual-care-guidelines-for-covid-19?utm_campaign=COVID%20OUTREACH&utm_medium=email&_hsmi=84951814&_hsenc=p2ANqtz-_jlHAfqZrXrCncGR4mJ57eQcomM2TItlnybAQii_sH-f4IyZjpz7-eIVc1oKN2_qDpZnO3&utm_content=84951814&utm_source=hs_emailI agree your symptoms should be improving.  Contact provider.   Would you like to video or text chat with me?,0.004529293007113727,"{'r': 0.08, 'p': 0.25, 'f': 0.12121211753902673}","{'r': 0.041666666666666664, 'p': 0.125, 'f': 0.062499996250000224}","{'r': 0.08, 'p': 0.25, 'f': 0.12121211753902673}"
"My son has a fever, I am concerned due to the coronavirus ?","I am not sure how to answer that since I am still learning, could you please try again?","Covid-19 unlikely.   The usual infections in your area of Kwa Zulu Natal are more likely to be the cause of his fever. If he is exposed to someone who is sick with Covid-19, then you need to be concerned.   Meanwhile, treat him as you would have treated him 2 months ago.  If he has shortness of breath or any form of difficulty breathing, get him to a doctor ASAP  Would you like to video or text chat with me?",0.0004335094685781739,"{'r': 0.03225806451612903, 'p': 0.125, 'f': 0.051282048021039}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.03225806451612903, 'p': 0.125, 'f': 0.051282048021039}"
"Can coronavirus symptoms be mild for some people versus severe? For example, could it just involve being very fatigued, low grade fever for a few days and not the extreme symptoms? Or is it always a full blown cold and struggle to breathe?","All right, I suppose. How are you feeling right now?",Symptoms vary.   Some may have no symptoms at all. Some can be life threatening.   Would you like to video or text chat with me?,0.005204512922773221,"{'r': 0.043478260869565216, 'p': 0.1, 'f': 0.06060605638200213}","{'r': 0.0, 'p': 0.0, 'f': 0.0}","{'r': 0.043478260869565216, 'p': 0.1, 'f': 0.06060605638200213}"
"Good day,  I am 29 weeks pregnant and my profession is teaching, I also have a 2 year old son.  My chest and throat is sore, I have a constant headache and feel dizzy at times. Is it necessary to get myself tested for the coronavirus?","Lab if necessary Most commercial labs such as Lancet, Ampath and Pathcare can test. But the labs are stretched and test kits in short supply. Only tests if:You have symptoms that are not resolvingYou have been in contact with someone diagnosed with COVID-19You have traveled from a high risk area Would you like to video or text chat with me?","Can give Dr. a call.   Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza (antibiotics usually not used), or from other causes such as allergies, irritants, or COVID-19.   Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 tends to have cough, whereas strep usually lacks cough but has more throat pain  Would you like to video or text chat with me?",0.12956284161365286,"{'r': 0.3064516129032258, 'p': 0.37254901960784315, 'f': 0.3362831808880884}","{'r': 0.14102564102564102, 'p': 0.1864406779661017, 'f': 0.16058393670200877}","{'r': 0.2903225806451613, 'p': 0.35294117647058826, 'f': 0.31858406584384064}"
