Question,Generated Answer,Actual Answer,Jaccard Similarity,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,Response Time,Response Time (s),,,Results for accuracy on first run for DialoGPT-based chatbot ,min,low_1,med,upp_3,max
"My 5 year old daughter has just come down with a 39 degree fever, sneezing, runny nose and cough. Should we get her tested?","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","Maybe. Has she been around anyone who has tested positive for COVID-19?  Is she having shortness of breath or labored breathing?  If so, then, yes, consider getting her tested.   If not, it is more likely that she has the flu or some other virus.  If it seems like more than just a regular cold, reach out to her pediatrician for more advice.",0.08280254777,1.15E-231,0.1538461497,0,0.1420118302,7.986400008,0.007986400008,,,,,,,,
I am a quadriplegic and have a tight chest and slight difficulty breathing.  Overnight I started feeling like I need to clear my throat. I flew home to Joburg from CPT 8 days ago & have been self isolating as a precaution. ?,"Hi, Yes, it might be that after the pneumonia the recovery time lasts up to one week however I recommend you to do a chest CT to see if the pneumonia has gone completely. Hope I have answered your query. Let me know if I can assist you further. Regards,Dr. Jnikolla,Pulmonologist","Monitor.   Stay at home, monitor your temperature, drink fluids and rest.   Nasal congestion and post nasal drip is not typically associated with COVID-19. Watch for dry cough, fever and if your shortness of breath does not resolve, discuss whether you need an inhaler, chest physiotherapy and/or testing. If you have a trach, watch for signs of infection such as more secretions or a change in color .  Would you like to video or text chat with me?",0.06862745098,8.63E-232,0.1308411167,0,0.1308411167,8.541499972,0.008541499972,,,,,,,,
"Hi I am 39 years old and returned from Germany 19 days ago. Yesterday I started getting a sore throat, runny nose. Today I have sinus pressure and a headache with a blocked nose, throat seems to be improving. Should I get tested. If so how?",No testing yet. It is likely a common cold that you have.If your symptoms get worse eg. fever Sore throat and painfull cough you can consult your doctor for an evaluation. Try rather to stay home and rest .,"Stay home. Stay at home, rest, drink fluids and monitor your temperature. Your symptoms are more consistent with a cold or sinus infection. Nasal saline and a decongestant may be helpful. If you develop COVID symptoms including dry cough, fever, and/or shortness of breath, testing is indicated. Report fever and shortness of breath to your PCP.",0.1351351351,3.21E-155,0.2857142808,0,0.2857142808,9.370500088,0.009370500088,,,,,,,,
"Hi I am 39 years old and have flu like symptoms as of yesterday. Runny nose, sore throat. No fever yet. I returned from Germany 19 days ago. Should I get tested for cov19?","Hard to get tested. Throat pain can be from a strep throat (antibiotics needed), a cold or influenza, or from some other cause such as allergies or irritants. Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 infections tend to have cough, whereas strep usually lacks cough but has more throat pain. Can call.",If you get fever yes. but from what we know it may bee a little late to get the chines virus after so many days. Monitor tempreture.,0.08,2.94E-155,0.1499999956,0.0219780179,0.1249999956,8.789399981,0.008789399981,,,,,,,,
If you have wolf Parkinson white syndrome does this make you more of a risk with Covid 19?,COVID infections will likely pick up over the next few weeks in US. Avoiding travel and following hand washing recommendations are probably the most important prophylactic measures.,"Avoid cold/ice... Though untreated WPW Syndrome can be regarded as pre-existing chronic condition, there is no current evidence that one is more susceptible to Covid-19, an infectious disease mostly transmitted through Respiratory Fluid Droplets. Best to follow WHO/CDC guideline on hygiene. Plus avoid cold/ice  drinks/foods. Drink warm water/tea, even chicken soup. Aleve or ibuprofen can be helpful for fever/soreness.",0,2.43E-232,0,0,0,7.240100026,0.007240100026,,,,,,,,
Criteria for COVID test?,"Real vs. textbook. Real-life criteria is different because we don't have enough tests, supplies, or medical staff around the world at this time (March 2020). Textbook criteria are suspected COVID in hospitalized persons or in those with underlying medical conditions; or persons who got symptoms less than 14 days after (1) contact with a suspect or confirmed COVID patient or (2) travel through high-risk COVID area.","Real vs. textbook. Real-life criteria is different because we don't have enough tests, supplies, or medical staff around the world at this time (March 2020). Textbook criteria are  suspected COVID in hospitalized persons or in those with underlying medical conditions; or persons who got symptoms less than 14 days after (1) contact with a suspect or confirmed COVID patient or (2) travel through high-risk COVID area.",0.9821428571,1,0.999999995,0.999999995,0.999999995,7.28610003,0.00728610003,,,,,,,,
"I have been feeling sick for a couple of days now and tried self medication but does not seem to help. I suffer from Polycystic Kidney disease, low blood pressure, Anemic, Endometriosis, Chronic sinus.","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","Screen sputum. You may have a bacterial illness such as bronchitis, pneumonia or a sinus infection.  Your PCP may collect sputum, screen for Strep/influenza. COVID-19 is usually associated with a dry cough, but secondary infection may occur. Please see your PCP.",0.08333333333,3.20E-155,0.1428571393,0.01020407838,0.1298701264,8.155099988,0.008155099988,,,,,,,,
"I have had a runny nose and have been coughing and have had on and off headaches. I went to the doctor the first time, he gave me an antibiotic and i got worse then I went back a and he gave me a different one but it seems I still have these symptoms?","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","Likely a virus.   What you describe is likely caused by a virus, antibiotics  don't do anything against viruses.  Would you like to video or text chat with me?",0.06617647059,2.16E-155,0.1103448246,0,0.1103448246,8.131599903,0.008131599903,,,,,,,,
"I am experiencing headache (severity: moderate) (time frame: gradual) (occurred: 1 - 3 hours) (side: front) (worsened by: psychological stress, being tired, menstruation, skipping meals) (unaffected by: bending forward, changes in sleep pattern, sneeze or.","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","Many possibilities.   Most people get a headache at some time, such as from colds, infections (usually viruses or sinusitis), lack of sleep, too much driving, long hours on the computer, stress at work, etc.  ..  A bad or severe headache, increasing headache, recurrent headache, weird headache, or one with other worrisome symptoms should be checked by one's primary care doctor or the ER. Can call one's Dr. first to chat.  Would you like to video or text chat with me?",0.07471264368,3.18E-155,0.1290322535,0.01702127213,0.1075268771,8.630899906,0.008630899906,,,,,,,,
"This may sound silly but I’m wondering, if touch something in store that has Coronavirus 19 on it and it gets on clothes should we go home wash them soon as possible then shower and new clothes on so it dont get on our stuff at home ?",It is possible.    You can self quarantin yourself for 2 weeks.   If develop and symptoms especially fever and cough get tested. Since you consider yourself a hypocondriac i suggest to wear an N-95 or surgical mask to prevent similar situations.  Would you like to video or text chat with me?,"Washing clothes.   Although so far it has not been shown to live on surfaces like clothes for as long as it lives on surfaces like plastic and metal, it is definitely good hygienic practice to wash your clothes in the hottest water the garment allows.  Would you like to video or text chat with me?",0.1842105263,0.2080656417,0.2988505697,0.1782178168,0.2988505697,8.312600017,0.008312600017,,,,,,,,
Re Covid 19 I understand the incubation period of Covid 19 is up to 14 days. But how long is the contagious period? I have read one is contagious 2 days before showing symptoms. Is that true? Are you still contagious until symptom free?,"After symptoms show. As per the NICD Guidelines for Clinical Management of Suspected or Confirmed COVID-19 Disease, ""Those with mild disease may be de-isolated 14 days after symptom onset, while those with severe disease may be de-isolated 14 days after achieving clinical stability  (e.g. once supplemental oxygen is discontinued)"". [Available at: http://www.nicd.ac.za/diseases-a-z-index/covid-19/covid-19-guidelines/].",Covid. For most people the infection can last up to two weeks. In people who get particularly ill the infection last 4 to 6 weeks. .,0.015625,9.97E-232,0.02941176055,0,0.02941176055,8.16900003,0.00816900003,,,,,,,,
"Hi I am a health worker and a chronic asthmatic, is it easier for me to contract Corona? Will I survive it with my comorbidity? Should I ask for special leave during this time? I already feel my sinus blocked, very minor sore throat, seldom dry cough.","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","Check with PCP.   Data emerging from preliminary studies in France suggest a decades old medicine, chloroquine may be useful as a preventative drug.   It has been used to prevent malaria for decades & manufactures in the US have announced they are increasing production to meet an expected demand. Your status & what they are doing in your country should be answered by your doc.  Would you like to video or text chat with me?",0.1036585366,1.12E-231,0.1767955756,0,0.1657458518,8.65109992,0.00865109992,,,,,,,,
"Possible COVID-19 - mild symptoms - Next steps? Symptoms: - Initially: tight chest, stuffy nose - 10% difficulty breathing - Mildly feverish (hot and dry mouth, bit weak) for a few hours yesterday - Mostly fine this morning (5% breathing difficulty).","Hi, Yes, it might be that after the pneumonia the recovery time lasts up to one week however I recommend you to do a chest CT to see if the pneumonia has gone completely. Hope I have answered your query. Let me know if I can assist you further. Regards,Dr. Jnikolla,Pulmonologist",May confirm with.,0,6.52E-232,0,0,0,9.133399963,0.009133399963,,,,,,,,
"Throat a bit sore and want to get a good imune booster, especially in light of the virus. Please advise. Have not been in contact with Nyone with the virus.","Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.","During this pandemic. Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza or other virus, or from some other cause such as allergies or irritants. Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 infections tend to have cough, whereas strep throat usually lacks cough but has more throat pain. (3/21/20).",0.07407407407,1.15E-231,0.1379310302,0,0.1264367773,8.205600023,0.008205600023,,,,,,,,
"I have had a sore throat (glands enlarged in throat) for over a week and I have constant headache. Do I need COVID-19 test. If yes, how do a get someone to come to my house to test.",HArd to say   If you have access to a telephonic consult then rather do that to start.   If you have access to testing you can do that. Do you have to work at the moment? I would discuss it with your consultant.  Would you like to video or text chat with me?,"Testing.   People are still getting other illnesses than COVID.    Given no cough or shortness of breath, other than watchful waiting COVID should pass in a week or two. Strep, influenza still possible. This testing can be done through your own provider. You can also get your own strep test at pharmacy or many can swab you there.   Would you like to video or text chat with me?",0.2025316456,0.1584678268,0.3296703249,0.1636363588,0.3076923029,7.855399966,0.007855399966,,,,,,,,
Do I just go to a Dr to determine if it's a sinus infection or do I go get tested for COVID first? To not risk anyone in practice?,"Hello. Anxiety can manifest itself in physical or psychological symptoms or both. The irritation sensation you are experiencing is a part of your anxiety. Also please do not believe the hype about covid. It has a low mortality rate, of 2-3 percent, that too mortality is very high in people above 60-70 years with other co-morbidities. You do not have any such disorders and you have not even been in contact with anyone, so do not worry.Please continue to take your medicines for anxiety if you are taking them, if not, please consider visiting a psychiatrist and get started on some low dose SSRI type of medicines. Also, if needed a low dose Benzodiazepines can be added temporarily. Also, please do some deep breathing exercises, or progressive muscle relaxation. You can also take some honey with water to reduce the itching in the throat and also try doing some gargles with lukewarm salt water.",Phone triage.   Call your GP's office for instructions and identify local resources.   Your symptoms are suggesting sinusitis (other causes still possible) that is frequently viral and self limited. Local regulations should also be followed in such circumstances. Self quarantine will work for all in trying to prevent the spread. Hydration and rest will also work regardless of what the cause for your symptoms is.  Would you like to video or text chat with me?,0.1111111111,1.20E-231,0.2048192725,0,0.2048192725,7.965600014,0.007965600014,,,,,,,,
"I have a dry cough and sore throat- it's been a week now and the cough seems to be getting worse- no runny nose or fever, sometimes a headache, no shortness of breath...should I get tested for covid19?","Hard to guess. You have some of the  symptoms of cold , flu and covid19 . Also you appear to be dehydrated. But you are young and no mention of any underlying medical condition. So, i  think you are not vulnerable.  Drink at least 6 cups of water a day. Probably need self isolation for 2 weeks and to be tested in mean time for covid19 if you develop breathing problem. Contact to your doctor for a guidance.",COVID   Good guidelines can be found at cdc.  gov/coronavirus/2019.  You would be considered low risk. Symptoms last up to two weeks. High probability many will get the disease and testing leads to no change in action at this time.  No obvious therapy (however some encouraging possibilites) and for most people the virus runs its course without incidence. Stay put and talk to your provider.   Would you like to video or text chat with me?,0.1120689655,4.41E-155,0.2222222172,0.01360543718,0.2222222172,8.20630002,0.00820630002,,,,,,,,
"If you've been infected by SARS-CoV-2, develop Covid-19 symptoms and recover, can you: 1) develop immunity to Covid-19 2) infect others after 14 days post-symptom onset & recovery 3) get re-infected later by SARS-CoV-2 despite developing immunity?","After symptoms show. As per the NICD Guidelines for Clinical Management of Suspected or Confirmed COVID-19 Disease, ""Those with mild disease may be de-isolated 14 days after symptom onset, while those with severe disease may be de-isolated 14 days after achieving clinical stability  (e.g. once supplemental oxygen is discontinued)"". [Available at: http://www.nicd.ac.za/diseases-a-z-index/covid-19/covid-19-guidelines/].","Yes, Maybe, Maybe. We presume one is immune to a respiratory virus for a while after getting the infection (that's the way it is with other viruses). A few people have trouble with their antibodies and don't have much immunity. Shedding of viruses sometimes is longer than 14 days. In life, there will always be some people who get reinfected, for whatever reason. Usually one is immune after the infection. (3/21/20).",0.09574468085,2.83E-155,0.1904761855,0.01724137443,0.1523809474,8.342800021,0.008342800021,,,,,,,,
"If I get coronavirus, are there ways to avoid getting other illnesses as well, like pneumonia?",Hello and Welcome to ‘Ask A Doctor’ service. I have reviewed your query and here is my advice. Spirometry exercise would be better for her and anti-fungal treatment should be done with other bronchodilator medication and supportive Rx. Hope I have answered your query. Let me know if I can assist you further.,"Coronavirus,   COVID-19 has high affinity to the lung, causing viral pneumonia.   Fortunately, most people get only mild respiratory symptoms. Those who have high risks (age over 65, chronic diseases) tend to get pneumonia and complications. The most important way to prevent the complications is not to get infection, practice common sense of prevention. If you catch the infection, start early treatment.  Would you like to video or text chat with me?",0.06060606061,8.49E-232,0.1386138565,0,0.1386138565,8.418200016,0.008418200016,,,,,,,,
I was on a plane on March 8th have been home ever since self quarantine myself I have had headaches and runny throat I have 2 days left of my self quarantine should I be having worse symptoms by now ?,"Thanks for your concern. The dry cough basically has a few causes....First is Post nasal drip, second  Gastroesophageal reflux'heart burn', third Cough variant aasthma, forth Heart failure and finally Interstitial lung disease. Based on the information if you don't have a heart burn or reflux of food or sour brash into your mouth, you are having a cough variant asthma, make sure you do not have difficulty breathing. There is something called cardiac asthma, but it's not much of a likelihood given your young age.I advice you that you give up on smoking as it causes a multitude of problems and may well be related to the cough you've been having now called as 'smokers cough'.It's time that you stop smoking, avoid animal dancers, mites, pollens and any thing that would exacerbate the illness, make sure you don't have a heart burn, and if still the cough persists , meet a pulmo neologism and get a Pulmonary function test with methacholine challenge.",COVID   These are HealthTap guidelines:https://www.  healthtap.com/blog/covid-19-care-guidelines/virtual-care-guidelines-for-covid-19?utm_campaign=COVID%20OUTREACH&utm_medium=email&_hsmi=84951814&_hsenc=p2ANqtz-_jlHAfqZrXrCncGR4mJ57eQcomM2TItlnybAQii_sH-f4IyZjpz7-eIVc1oKN2_qDpZnO3&utm_content=84951814&utm_source=hs_emailI agree your symptoms should be improving.  Contact provider.   Would you like to video or text chat with me?,0.05925925926,9.00E-232,0.09722221935,0,0.09722221935,8.049600005,0.008049600005,,,,,,,,
"My son has a fever, I am concerned due to the coronavirus ?","Hello and Welcome to ‘Ask A Doctor’ service. I have reviewed your query and here is my advice. She is already suffering from COPD (chronic obstructive Pulmonary disease). And pneumonia can be severe in already compromised lungs. So pneumonia in COPD patients should be treated promptly. And hence she needs hospital admission, Intravenous antibiotics, anti pyretic, Intravenous fluids and other supportive drugs. So better to admit her and start appropriate treatment. Hope I have answered your query. Let me know if I can assist you further.","Covid-19 unlikely.   The usual infections in your area of Kwa Zulu Natal are more likely to be the cause of his fever. If he is exposed to someone who is sick with Covid-19, then you need to be concerned.   Meanwhile, treat him as you would have treated him 2 months ago.  If he has shortness of breath or any form of difficulty breathing, get him to a doctor ASAP  Would you like to video or text chat with me?",0.06504065041,3.21E-155,0.1240310028,0,0.1240310028,7.327700019,0.007327700019,,,,,,,,
"Can coronavirus symptoms be mild for some people versus severe? For example, could it just involve being very fatigued, low grade fever for a few days and not the extreme symptoms? Or is it always a full blown cold and struggle to breathe?","Hello, According to history, yes, it might be pneumonia, but you should do a chest x-ray. Hope I have answered your query. Let me know if I can assist you further.Regards,Dr. Jnikolla.",Symptoms vary.   Some may have no symptoms at all. Some can be life threatening.   Would you like to video or text chat with me?,0.08510638298,1.24E-231,0.1851851803,0,0.1851851803,8.352799892,0.008352799892,,,,,,,,
"Good day,  I am 29 weeks pregnant and my profession is teaching, I also have a 2 year old son.  My chest and throat is sore, I have a constant headache and feel dizzy at times. Is it necessary to get myself tested for the coronavirus?","Hello. Anxiety can manifest itself in physical or psychological symptoms or both. The irritation sensation you are experiencing is a part of your anxiety. Also please do not believe the hype about covid. It has a low mortality rate, of 2-3 percent, that too mortality is very high in people above 60-70 years with other co-morbidities. You do not have any such disorders and you have not even been in contact with anyone, so do not worry.Please continue to take your medicines for anxiety if you are taking them, if not, please consider visiting a psychiatrist and get started on some low dose SSRI type of medicines. Also, if needed a low dose Benzodiazepines can be added temporarily. Also, please do some deep breathing exercises, or progressive muscle relaxation. You can also take some honey with water to reduce the itching in the throat and also try doing some gargles with lukewarm salt water.","Can give Dr. a call.   Throat pain can be from a strep throat infection (antibiotics needed), a cold or influenza (antibiotics usually not used), or from other causes such as allergies, irritants, or COVID-19.   Usually, a person sees the doctor (call first) if the sore throat is bothersome, recurrent, or doesn't go away quickly. COVID-19 tends to have cough, whereas strep usually lacks cough but has more throat pain  Would you like to video or text chat with me?",0.1032258065,3.33E-155,0.1916167618,0.008849553002,0.1916167618,8.467700005,0.008467700005,,,,,,,,
